user_id,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session
U000330,12,7,309.85,19.1,0.4338,0.58,0.6642,0.4719,0,1,12
U000331,12,7,471.15,31.18,0.6465,0.3704,0.3651,0.2828,3,4,23
U000332,21,10,1177.08,46.44,0.6252,0.4629,0.5281,0.4668,2,0,5
U000333,18,8,614.52,34.87,0.8561,0.2292,0.8818,0.795,15,10,1
U000334,16,6,545.24,23.91,0.7237,0.5134,0.5494,0.4953,6,4,5
U000335,9,3,131.32,15.09,0.4411,0.7152,0.3676,0.238,4,1,9
U000336,3,4,82.11,28.6,0.5528,0.356,0.2126,0.0,3,3,5
U000337,10,5,251.82,23.86,0.5392,0.5205,0.3373,0.1069,2,1,25
U000338,9,5,157.48,12.92,0.4289,0.6566,0.2958,0.2222,2,2,5
U000339,16,11,886.53,57.56,0.6576,0.2731,0.8778,0.5742,4,3,2
U000340,16,10,458.67,33.87,0.7806,0.261,0.4729,0.6581,8,6,12
U000341,17,12,1023.05,54.94,0.9703,0.0438,0.8084,0.6987,9,4,3
U000342,4,2,128.43,29.66,0.3984,0.6129,0.2421,0.3273,1,1,21
U000343,9,4,386.45,38.19,0.5316,0.5652,0.3244,0.3243,2,4,2
U000344,21,12,1930.64,69.13,0.6485,0.4757,0.5866,0.2134,5,4,2
U000345,12,8,832.08,52.36,0.6045,0.2944,0.7051,0.9115,11,3,0
U000346,9,7,304.28,35.37,0.6672,0.4641,0.3017,0.3078,4,1,8
U000347,10,5,139.99,12.46,0.6615,0.3697,0.4908,0.3476,3,0,33
U000348,4,2,179.09,45.14,0.5211,0.5606,0.5378,0.517,2,1,4
U000349,6,5,421.54,59.2,0.6273,0.3954,0.3445,0.668,18,6,15
U000350,12,6,165.42,14.82,0.4882,0.613,0.1768,0.2407,0,2,10
U000351,4,4,122.32,30.93,0.5102,0.5468,0.2247,0.5155,3,2,35
U000352,3,1,95.49,31.6,0.6125,0.4839,0.4516,0.7545,6,1,7
U000353,7,4,146.91,21.03,0.3908,0.5568,0.1781,0.1836,5,6,3
U000354,6,6,82.95,16.74,0.3683,0.6619,0.2428,0.2825,1,0,12
U000355,6,5,42.11,7.7,0.4966,0.5475,0.4614,0.2741,1,0,46
U000356,5,2,181.2,32.89,0.3009,0.8671,0.6271,0.0049,5,1,16
U000357,19,9,953.42,57.79,0.6542,0.4673,0.675,0.7088,7,4,5
U000358,7,5,353.31,59.36,0.7696,0.3394,0.6812,0.2905,12,4,9
U000359,6,5,135.47,25.56,0.4344,0.638,0.1901,0.3992,0,1,6
U000360,5,3,207.55,31.86,0.5557,0.4951,0.5038,0.5422,3,3,7
U000361,23,10,1419.56,59.36,0.9138,0.021,0.558,0.8545,19,8,0
U000362,14,7,690.35,51.17,0.7579,0.3428,0.407,0.7349,6,11,5
U000363,6,4,140.0,29.2,0.4033,0.6023,0.5167,0.3781,1,1,3
U000364,5,2,189.28,38.49,0.4211,0.6425,0.3381,0.3705,2,0,30
U000365,9,6,192.59,21.49,0.5668,0.4614,0.27,0.0,2,0,0
U000366,15,9,748.82,46.48,0.6941,0.4646,0.4689,0.7491,5,3,1
U000367,5,8,129.56,28.34,0.6442,0.5588,0.241,0.1327,2,0,5
U000368,8,5,38.03,5.0,0.4966,0.5619,0.4103,0.5917,2,3,4
U000369,10,7,353.06,37.93,0.889,0.0579,0.5989,0.1875,5,4,11
U000370,21,15,1237.11,55.3,0.7721,0.235,0.6909,0.744,9,3,5
U000371,4,4,217.19,44.85,0.5357,0.5961,0.3483,0.1193,2,1,23
U000372,27,15,1054.43,39.49,0.9051,0.1148,0.6659,0.7412,9,5,3
U000373,6,3,242.18,33.94,0.4557,0.5409,0.2829,0.244,3,0,17
U000374,6,2,191.47,31.77,0.5083,0.5587,0.3725,0.389,5,3,5
U000375,8,4,429.87,47.58,0.6323,0.3755,0.4465,0.4241,4,3,0
U000376,26,11,894.27,29.68,0.7322,0.23,0.5894,0.6712,6,2,3
U000377,10,5,174.47,17.13,0.626,0.4824,0.4191,0.1477,3,3,10
U000378,18,10,923.15,43.53,0.7864,0.3008,0.5449,0.4068,3,4,8
U000379,1,1,12.94,14.63,0.5784,0.4913,0.3728,0.2601,2,1,90
U000380,14,11,405.41,36.02,0.6967,0.3666,0.4702,0.3061,9,4,5
U000381,10,6,463.47,46.31,0.6776,0.3793,0.3532,0.3014,5,2,6
U000382,14,7,373.98,23.05,0.5651,0.4145,0.4015,0.1711,3,2,2
U000383,19,16,931.2,51.8,0.7845,0.2414,0.7451,0.9682,11,5,0
U000384,13,4,720.22,54.12,0.6305,0.4005,0.4107,0.5345,8,5,26
U000385,4,1,165.84,38.81,0.4157,0.5746,0.2801,0.3712,1,5,9
U000386,12,8,828.82,63.28,0.854,0.2253,0.9315,0.4545,12,7,1
U000387,17,9,620.29,37.31,0.9332,0.1192,0.7721,0.6482,8,4,4
U000388,19,10,1131.45,49.52,0.7201,0.3273,0.7233,0.4739,4,6,21
U000389,6,7,248.73,37.07,0.4858,0.5419,0.05,0.2986,2,2,4
U000390,7,7,184.67,23.53,0.5651,0.5712,0.241,0.3188,5,2,0
U000391,9,6,455.39,41.93,0.8165,0.3023,0.8795,0.5632,5,0,4
U000392,9,2,209.89,20.64,0.5669,0.5696,0.2985,0.139,3,1,18
U000393,17,6,712.45,46.75,0.709,0.3628,0.4492,0.5078,12,5,3
U000394,18,14,1147.75,48.94,0.6196,0.4891,0.5656,0.5063,1,3,5
U000395,23,19,1413.64,52.23,0.8139,0.35,0.5806,0.697,5,4,26
U000396,14,8,535.01,33.41,0.605,0.3264,0.7492,0.6288,4,5,6
U000397,14,8,696.92,53.46,0.6036,0.4375,0.5138,0.6362,8,2,3
U000398,10,1,392.89,33.5,0.6002,0.3913,0.4337,0.589,2,5,12
U000399,15,10,1214.29,71.39,0.7129,0.315,0.6466,0.8286,17,15,5
U000400,13,5,322.52,21.78,0.5583,0.5,0.3471,0.2509,1,0,16
U000401,16,11,604.83,42.27,0.6563,0.3867,0.5585,0.6727,12,4,11
U000402,6,1,265.79,38.35,0.5983,0.4591,0.6438,0.4914,4,5,4
U000403,36,28,2679.01,66.08,0.9326,0.0597,0.8523,0.7483,7,7,0
U000404,11,4,456.17,46.21,0.5429,0.6147,0.3162,0.1641,3,4,3
U000405,10,8,299.58,30.58,0.5107,0.5053,0.1195,0.5262,5,1,14
U000406,16,9,664.92,45.24,0.6852,0.3845,0.4609,0.6255,5,0,15
U000407,15,11,822.0,58.79,0.7073,0.3152,0.7918,0.5445,10,3,8
U000408,22,12,852.14,34.24,0.7946,0.3112,0.8515,0.5012,4,3,5
U000409,5,1,115.05,18.24,0.2871,0.7657,0.3173,0.1669,4,0,0
U000410,11,10,503.93,33.06,0.6734,0.359,0.7442,0.6466,6,0,2
U000411,10,5,420.69,43.3,0.5073,0.5016,0.2102,0.416,2,2,11
U000412,17,10,534.86,40.94,0.7419,0.3018,0.7328,0.4748,5,3,11
U000413,11,6,589.57,64.07,0.715,0.2847,0.6321,0.8287,15,10,4
U000414,4,3,119.67,41.01,0.5212,0.4228,0.489,0.0602,2,6,8
U000415,10,8,345.71,43.36,0.7052,0.3358,0.6254,0.7902,6,6,2
U000416,39,16,2993.11,73.02,0.7521,0.182,1.0,0.6742,4,7,3
U000417,5,3,186.34,35.45,0.5064,0.5647,0.1298,0.6011,0,1,18
U000418,11,8,614.78,57.07,0.7777,0.3635,0.6102,0.896,13,13,1
U000419,18,9,502.17,32.28,0.7496,0.3357,0.8194,0.4957,4,3,11
U000420,19,11,421.72,22.58,0.6672,0.4376,0.2543,0.8759,6,4,3
U000421,18,11,680.46,41.62,0.7083,0.3136,0.474,0.636,4,6,3
U000422,11,7,431.79,38.47,0.6632,0.4243,0.3358,0.1013,2,7,10
U000423,25,16,1152.51,60.32,0.8472,0.2564,0.785,0.7059,11,10,2
U000424,9,6,214.52,29.04,0.631,0.4119,0.3257,0.2999,3,0,0
U000425,7,6,90.31,15.34,0.7265,0.4112,0.1746,0.4263,2,0,7
U000426,4,3,103.27,21.32,0.4932,0.5677,0.0589,0.131,1,2,33
U000427,2,2,30.85,21.0,0.5238,0.4835,0.3409,0.0193,2,0,8
U000428,3,2,115.35,37.38,0.4786,0.5411,0.5383,0.3679,1,1,1
U000429,8,2,131.36,17.81,0.536,0.5014,0.3981,0.5266,6,1,6
U000430,6,5,128.82,22.84,0.8222,0.3416,0.233,0.3092,5,3,8
U000431,9,10,264.91,35.36,0.8038,0.2672,0.7223,0.6458,7,1,6
U000432,6,4,164.77,34.0,0.8121,0.3456,0.3805,0.438,2,1,4
U000433,14,6,707.5,50.58,0.7142,0.344,0.6303,0.585,8,5,5
U000434,7,4,151.42,24.21,0.3405,0.7124,0.075,0.291,0,3,11
U000435,24,13,1440.59,58.62,0.6967,0.3711,0.6192,0.9329,16,10,5
U000436,5,2,43.56,9.94,0.4257,0.6042,0.1429,0.3575,3,2,10
U000437,23,19,671.73,36.77,0.7014,0.3702,0.4616,0.6081,7,5,0
U000438,6,3,204.4,27.63,0.4755,0.6104,0.2368,0.3923,4,1,4
U000439,14,7,555.42,56.84,0.8822,0.2164,0.6783,0.7909,5,8,0
U000440,14,8,777.52,63.51,0.7667,0.2779,0.4937,0.5904,20,9,4
U000441,2,4,38.93,21.61,0.5538,0.4583,0.3062,0.3206,3,0,7
U000442,5,6,30.5,7.04,0.4425,0.6274,0.0892,0.3033,3,2,7
U000443,10,5,336.13,27.24,0.6658,0.4323,0.7069,0.3988,5,2,28
U000444,8,8,182.67,24.43,0.6111,0.4959,0.1453,0.2029,3,2,2
U000445,13,7,953.45,52.95,0.7302,0.2846,0.6826,0.6615,5,2,8
U000446,2,1,69.88,36.15,0.3193,0.7249,0.3023,0.1033,1,0,6
U000447,18,12,465.19,30.16,0.6515,0.2957,0.4361,0.5691,3,2,1
U000448,16,5,881.67,40.93,0.6545,0.4362,0.6746,0.3261,3,3,2
U000449,18,14,700.4,41.77,0.9391,0.0765,0.5931,0.2564,3,3,14
U000450,14,9,1191.32,64.83,0.8733,0.1806,0.7259,0.7094,4,5,2
U000451,14,4,663.8,37.52,0.6793,0.3908,0.253,0.3868,4,2,2
U000452,14,9,583.11,47.74,0.5063,0.6103,0.2518,0.4417,6,2,1
U000453,14,12,1075.3,70.4,0.8141,0.276,0.6964,0.8838,12,9,0
U000454,6,2,145.0,26.92,0.4341,0.585,0.4136,0.3513,2,2,45
U000455,23,15,1133.16,53.47,0.6188,0.4027,0.6531,0.4837,11,1,4
U000456,19,9,696.5,39.94,0.99,0.1056,1.0,0.9529,3,5,8
U000457,4,1,22.34,6.72,0.5536,0.574,0.3654,0.2234,4,1,17
U000458,30,16,1866.13,62.88,0.8395,0.2067,0.8787,0.7063,5,6,6
U000459,10,4,430.25,48.1,0.99,0.011,0.6846,0.4485,22,3,0
U000460,15,8,574.76,34.39,0.3339,0.773,0.3766,0.343,2,5,5
U000461,11,5,707.98,53.15,0.99,0.024,0.7994,0.8616,11,6,3
U000462,20,14,1036.61,42.56,0.7642,0.3035,0.7986,0.7037,11,10,8
U000463,9,4,166.9,20.41,0.4991,0.431,0.4567,0.5117,3,1,11
U000464,8,2,307.91,46.35,0.9405,0.0821,0.5709,1.0,16,7,3
U000465,2,1,34.2,21.79,0.5532,0.5774,0.3434,0.2529,1,1,7
U000466,8,1,327.05,40.36,0.5836,0.4461,0.3011,0.2733,3,4,14
U000467,17,12,1119.95,65.43,0.7472,0.2898,0.7706,0.3559,8,3,0
U000468,7,2,229.69,33.44,0.9743,0.1677,0.4927,0.3533,5,3,4
U000469,14,7,525.76,35.47,0.9525,0.1028,0.9679,0.4065,8,6,6
U000470,8,5,170.55,26.84,0.6413,0.3977,0.4211,0.115,6,2,2
U000471,34,27,2083.12,54.09,0.8998,0.1713,0.8,0.6398,13,11,1
U000472,5,4,33.14,8.23,0.2263,0.8157,0.3571,0.2368,1,2,19
U000473,14,10,743.27,49.75,0.7904,0.21,0.6501,0.3532,8,3,11
U000474,5,5,136.65,31.46,0.6992,0.2909,0.4074,0.3107,4,3,29
U000475,36,12,1450.6,49.83,0.8058,0.2748,0.4866,0.6827,14,6,2
U000476,21,8,779.15,37.61,0.5449,0.4438,0.3622,0.3739,4,3,9
U000477,8,1,265.21,36.41,0.632,0.3473,0.5935,0.3947,4,5,19
U000478,5,1,124.57,23.04,0.5552,0.5421,0.05,0.5784,4,1,1
U000479,3,1,144.21,46.78,0.5628,0.4898,0.1796,0.4909,6,1,0
U000480,20,7,1490.38,63.28,0.8608,0.2744,0.844,0.8395,5,9,7
U000481,25,17,1400.66,65.53,0.9229,0.0723,0.5766,0.4984,6,12,0
U000482,9,4,434.64,44.36,0.8537,0.0765,0.6266,0.3402,8,8,22
U000483,8,3,275.05,33.22,0.8344,0.2906,0.483,0.4829,5,5,12
U000484,7,5,61.38,8.75,0.495,0.6086,0.1016,0.0,0,4,4
U000485,1,2,14.47,12.59,0.4689,0.5785,0.1497,0.2727,4,0,37
U000486,1,4,28.39,22.15,0.5931,0.4251,0.3497,0.2166,0,5,22
U000487,28,17,1583.08,58.81,0.7063,0.3582,0.4591,0.7308,9,1,2
U000488,8,2,378.8,54.14,0.6435,0.2819,0.568,0.5261,6,5,3
U000489,10,6,361.44,38.71,0.6217,0.3974,0.4817,0.5433,2,1,0
U000490,7,4,340.28,41.89,0.5699,0.3525,0.4614,0.4851,10,3,10
U000491,3,3,113.89,47.03,0.6252,0.4227,0.48,0.3824,2,2,15
U000492,10,5,227.61,25.74,0.557,0.5368,0.5742,0.5317,6,4,4
U000493,17,8,596.79,35.52,0.6108,0.4596,0.8636,0.4362,8,5,3
U000494,2,1,40.76,27.47,0.3745,0.7891,0.485,0.0,4,0,21
U000495,23,13,939.49,36.01,0.7828,0.2471,0.5747,0.3541,6,4,6
U000496,7,5,45.17,5.31,0.5241,0.5142,0.2189,0.1728,1,1,22
U000497,16,10,523.19,37.4,0.7227,0.3567,0.5692,0.2303,6,2,19
U000498,20,12,875.88,40.43,0.8275,0.1822,0.5206,0.7534,10,3,1
U000499,12,9,712.06,45.7,0.7628,0.3139,0.5762,0.4156,3,1,11
U000500,21,12,1287.89,54.96,0.9414,0.2421,0.8403,0.7254,8,7,2
U000501,15,10,921.65,55.46,0.7546,0.203,0.4293,0.4859,10,7,14
U000502,21,14,949.45,49.75,0.99,0.01,0.7904,0.751,10,7,5
U000503,10,3,311.74,26.6,0.5874,0.4631,0.309,0.2748,3,2,12
U000504,1,1,10.0,6.04,0.4259,0.6087,0.2792,0.0,2,0,3
U000505,15,10,405.09,19.64,0.7302,0.347,0.3417,0.6374,8,4,3
U000506,25,12,1778.81,71.55,0.84,0.202,0.7177,0.8116,11,13,1
U000507,9,6,398.18,48.07,0.5735,0.4196,0.6047,0.5697,2,2,1
U000508,5,2,262.85,38.32,0.4741,0.542,0.4002,0.4397,5,3,10
U000509,7,3,165.64,28.19,0.4687,0.6158,0.4957,0.1548,3,1,6
U000510,17,13,435.72,25.95,0.9817,0.133,0.7957,0.7362,9,9,5
U000511,18,13,1069.69,43.24,0.6552,0.4017,0.2719,0.7578,6,4,20
U000512,12,9,677.37,67.99,0.6528,0.2293,0.6547,0.6231,7,4,8
U000513,11,7,816.31,68.47,0.6898,0.4334,0.3928,0.3815,6,5,8
U000514,33,23,1612.14,50.29,0.9383,0.1738,0.6683,0.4665,9,7,4
U000515,3,2,105.57,42.42,0.4958,0.5385,0.1291,0.2393,1,3,47
U000516,31,24,1742.68,58.05,0.9688,0.01,0.7697,0.9501,17,4,3
U000517,8,4,347.34,44.57,0.7861,0.1729,0.5577,0.702,3,8,3
U000518,22,20,884.02,44.99,0.99,0.0464,0.6905,0.747,13,5,3
U000519,11,10,133.52,12.39,0.6493,0.5308,0.3331,0.7226,3,3,3
U000520,6,7,173.0,30.78,0.6435,0.2363,0.5275,0.488,7,4,28
U000521,4,3,225.53,47.83,0.6423,0.4447,0.4921,0.442,7,2,5
U000522,11,5,552.55,45.43,0.5706,0.5258,0.4748,0.6546,2,7,6
U000523,6,3,86.44,14.89,0.4992,0.5598,0.5503,0.4317,0,0,12
U000524,16,11,869.23,50.33,0.8215,0.1348,0.7893,0.6205,11,2,1
U000525,4,4,82.76,29.08,0.3795,0.6436,0.3408,0.2746,1,1,1
U000526,26,13,1144.59,48.47,0.7565,0.2712,0.5301,0.3377,8,3,0
U000527,16,8,1007.97,63.4,0.8362,0.1588,0.9084,0.63,15,8,2
U000528,7,1,243.56,33.2,0.5234,0.627,0.2686,0.3209,2,3,9
U000529,2,1,27.94,16.44,0.5292,0.5477,0.3909,0.1954,2,0,0
U000530,17,6,639.86,35.2,0.703,0.3732,0.5696,0.4082,3,4,5
U000531,4,1,92.23,18.59,0.4732,0.5338,0.1073,0.1933,4,2,54
U000532,8,2,307.7,36.45,0.7487,0.3947,0.4719,0.5344,8,7,9
U000533,9,6,624.7,61.34,0.8186,0.2601,0.3472,0.1639,5,4,8
U000534,8,5,201.24,23.62,0.4101,0.5188,0.1396,0.101,4,2,52
U000535,6,5,188.38,28.51,0.6705,0.3495,0.386,0.3442,2,2,6
U000536,11,3,635.88,53.29,0.6716,0.3556,0.3909,0.4897,5,5,2
U000537,11,6,272.74,20.17,0.5943,0.3335,0.3886,0.386,2,1,18
U000538,8,4,313.65,40.51,0.5992,0.4249,0.5361,0.6471,4,7,0
U000539,13,4,1067.05,70.45,0.915,0.2631,1.0,0.717,15,2,0
U000540,7,6,99.86,14.16,0.438,0.7384,0.4299,0.1066,2,0,34
U000541,14,10,568.77,37.91,0.7099,0.2396,0.5057,0.2877,2,5,3
U000542,7,4,179.61,26.33,0.5053,0.5139,0.2987,0.5913,2,1,3
U000543,11,7,509.4,47.09,0.6145,0.4251,0.3752,0.1824,6,1,9
U000544,3,1,42.45,9.91,0.4263,0.6867,0.2541,0.0,2,3,14
U000545,9,8,426.49,47.35,0.92,0.1557,0.462,0.3605,9,2,34
U000546,5,2,53.63,11.83,0.3077,0.8637,0.1015,0.3931,3,4,10
U000547,6,3,198.2,26.81,0.4326,0.648,0.1521,0.5309,3,2,5
U000548,10,7,296.88,39.15,0.5019,0.5201,0.3682,0.3527,6,6,16
U000549,17,15,903.33,45.57,0.9348,0.1018,0.5304,0.4352,9,3,3
U000550,9,1,279.05,31.89,0.7006,0.438,0.5002,0.456,5,6,20
U000551,25,14,834.77,38.52,0.8627,0.1824,0.7541,0.5856,18,4,2
U000552,9,5,383.85,50.86,0.6444,0.432,0.5535,0.5018,3,2,4
U000553,17,9,805.39,53.68,0.7092,0.4536,0.7645,1.0,6,14,4
U000554,8,5,328.56,39.12,0.6404,0.4109,0.3168,0.2898,2,1,2
U000555,7,4,119.61,15.06,0.5838,0.5119,0.05,0.1915,3,0,3
U000556,19,12,1159.76,59.0,0.5224,0.6576,0.2083,0.4177,5,1,3
U000557,17,10,633.25,44.21,0.7678,0.2498,0.762,0.8057,5,4,12
U000558,9,10,290.27,42.22,0.455,0.6911,0.3467,0.0888,4,3,3
U000559,31,12,1649.25,44.47,0.7772,0.1579,1.0,0.7646,18,6,2
U000560,9,8,251.48,24.58,0.5473,0.5203,0.4755,0.4778,2,0,10
U000561,12,8,318.7,24.23,0.8077,0.2327,0.6675,0.6407,5,4,1
U000562,31,21,1907.75,62.61,0.9076,0.0591,0.6635,0.8288,3,7,2
U000563,29,23,1399.2,51.03,0.9182,0.1035,0.943,0.6358,10,10,7
U000564,4,2,83.7,19.66,0.4659,0.4903,0.1437,0.314,2,4,2
U000565,10,2,661.3,57.64,0.5588,0.4513,0.4557,0.6625,10,4,2
U000566,9,1,291.59,32.9,0.5553,0.5551,0.5713,0.3976,2,2,4
U000567,10,4,471.08,37.81,0.8724,0.1701,0.4799,0.8272,14,6,2
U000568,26,15,1160.96,53.39,0.8579,0.1913,0.7019,0.8278,10,10,2
U000569,7,3,137.69,23.11,0.4594,0.7029,0.2623,0.2221,1,2,22
U000570,27,21,1347.06,47.13,0.8626,0.165,1.0,0.8166,7,7,2
U000571,10,5,450.83,47.02,0.826,0.2029,0.7758,0.9465,13,7,1
U000572,9,7,352.17,36.57,0.765,0.2307,0.7133,0.5869,2,4,1
U000573,2,3,48.26,32.86,0.4033,0.6991,0.2048,0.0247,1,1,18
U000574,5,2,279.68,49.6,0.7788,0.296,0.4035,0.34,2,3,11
U000575,28,19,913.41,40.28,0.7935,0.3081,0.7408,0.8821,8,12,2
U000576,5,1,104.15,30.61,0.3292,0.7431,0.3557,0.0389,1,3,2
U000577,11,7,222.62,23.49,0.4847,0.6245,0.3066,0.3004,4,2,14
U000578,9,4,217.99,22.9,0.5891,0.5533,0.2146,0.1302,3,0,14
U000579,2,1,73.85,38.53,0.6512,0.306,0.4678,0.4948,1,2,18
U000580,9,8,284.22,39.77,0.6097,0.4317,0.3646,0.1662,3,1,8
U000581,13,9,531.89,38.96,0.6549,0.4286,0.7513,0.555,3,5,3
U000582,5,5,258.12,56.16,0.7923,0.2858,0.5414,0.582,9,1,10
U000583,6,1,32.42,6.31,0.7523,0.2594,0.5352,0.2713,4,5,7
U000584,10,4,232.54,35.89,0.5877,0.5067,0.5449,0.3514,0,0,6
U000585,7,7,175.91,30.04,0.687,0.3741,0.2276,0.0733,2,0,32
U000586,8,7,162.71,22.5,0.5516,0.518,0.4656,0.2955,0,6,44
U000587,8,3,414.75,49.24,0.99,0.0118,0.5722,0.4602,1,2,6
U000588,23,13,1301.49,61.06,0.848,0.277,0.6046,0.4892,9,4,8
U000589,9,5,343.21,33.48,0.4659,0.565,0.5627,0.3847,2,2,9
U000590,19,12,840.02,45.66,0.7131,0.2825,0.7873,0.5449,7,1,4
U000591,15,11,232.17,19.68,0.6476,0.4257,0.5652,0.3697,0,3,13
U000592,2,1,111.92,44.34,0.4828,0.597,0.1402,0.187,1,1,0
U000593,35,24,1951.83,65.58,0.8187,0.2387,0.8428,0.7453,10,8,3
U000594,4,2,52.35,18.44,0.5708,0.4276,0.6365,0.571,1,2,2
U000595,5,1,157.55,43.64,0.6282,0.3745,0.4244,0.1225,1,0,1
U000596,1,1,33.14,33.31,0.5389,0.5046,0.4232,0.392,1,3,17
U000597,8,5,298.8,36.8,0.751,0.1944,0.3215,0.4281,6,8,0
U000598,9,5,479.77,40.33,0.5506,0.4763,0.3645,0.5577,2,2,8
U000599,9,10,489.16,43.23,0.726,0.3702,0.6626,0.4242,8,2,16
U000600,12,4,560.9,46.26,0.5637,0.523,0.5533,0.7842,10,1,6
U000601,18,10,570.44,35.26,0.8023,0.2689,0.8475,0.5747,9,9,5
U000602,2,1,50.43,33.65,0.3403,0.7323,0.4996,0.3924,1,3,21
U000603,0,2,10.0,25.75,0.2686,0.8087,0.3515,0.4088,1,0,16
U000604,17,13,762.86,46.87,0.6685,0.3176,0.6579,0.6465,6,4,5
U000605,10,7,520.17,38.11,0.6066,0.4065,0.1604,0.299,7,3,4
U000606,16,6,938.36,65.84,0.7107,0.3333,0.7859,0.7725,10,9,0
U000607,7,3,175.69,27.0,0.3832,0.7129,0.3973,0.5325,4,3,31
U000608,15,9,474.2,29.13,0.6129,0.3455,0.5681,0.5906,15,7,3
U000609,12,9,596.51,52.07,0.5793,0.5178,0.4076,0.0702,0,2,0
U000610,33,16,1767.63,51.19,0.6292,0.4366,0.7155,0.855,6,2,5
U000611,10,4,282.92,31.8,0.6093,0.3934,0.1873,0.2494,7,0,9
U000612,11,7,367.74,35.96,0.861,0.222,0.9555,0.5914,5,2,31
U000613,3,2,145.92,44.49,0.5173,0.4972,0.5227,0.367,2,0,14
U000614,4,1,62.53,16.75,0.5245,0.5727,0.4878,0.1936,0,5,7
U000615,17,12,1036.66,50.42,0.5866,0.4335,0.5884,0.4996,5,3,1
U000616,7,3,262.21,38.56,0.8846,0.0777,0.7359,0.5605,9,3,2
U000617,4,3,84.3,24.83,0.4426,0.5789,0.0647,0.4371,1,0,66
U000618,8,4,311.02,38.32,0.4437,0.553,0.2047,0.0902,1,1,5
U000619,11,7,749.12,54.98,0.7202,0.3488,0.7326,0.6691,6,3,1
U000620,14,9,325.68,20.47,0.7659,0.2452,0.5147,0.4868,4,5,6
U000621,14,7,504.47,36.5,0.7112,0.4472,0.6006,0.5574,7,5,4
U000622,4,3,123.48,34.28,0.5133,0.5024,0.05,0.142,3,4,8
U000623,9,5,241.25,29.86,0.5698,0.5246,0.4838,0.2454,1,2,3
U000624,20,9,1163.67,60.37,0.9504,0.1757,0.6712,0.6022,8,6,2
U000625,2,1,42.24,22.03,0.5188,0.5195,0.2954,0.2539,4,2,6
U000626,8,4,127.8,14.18,0.7328,0.2792,0.2848,0.5544,2,2,13
U000627,10,7,263.06,25.27,0.5361,0.5059,0.3139,0.3455,1,1,6
U000628,48,30,1952.16,54.73,0.8354,0.1239,0.7383,0.7252,13,9,0
U000629,10,8,350.95,42.71,0.66,0.3221,0.6413,0.4857,10,2,3
U000630,16,7,601.52,33.92,0.5847,0.516,0.3916,0.4478,10,4,1
U000631,24,11,1300.96,50.39,0.9724,0.0564,0.6809,0.9081,11,6,1
U000632,5,4,143.01,33.72,0.9813,0.0731,0.5862,0.4539,6,1,4
U000633,13,5,818.96,53.36,0.9416,0.1023,0.7533,1.0,16,3,1
U000634,21,13,1541.08,66.83,0.9545,0.0365,0.962,0.8525,6,5,3
U000635,12,6,517.39,37.34,0.5119,0.5299,0.2441,0.5781,8,3,9
U000636,5,2,338.7,64.17,0.5225,0.5831,0.5935,0.4815,10,3,11
U000637,1,1,32.27,33.53,0.7009,0.3934,0.4005,0.1578,4,1,13
U000638,28,22,1258.95,47.46,0.9357,0.0427,0.8876,0.8093,17,4,1
U000639,10,3,326.74,45.77,0.59,0.4516,0.3612,0.3608,2,3,5
U000640,14,7,571.09,47.53,0.7838,0.3183,0.4163,0.6458,4,2,5
U000641,15,9,345.19,42.3,0.6186,0.4817,0.4629,0.4137,2,2,29
U000642,12,4,325.36,32.02,0.548,0.4627,0.5163,0.3727,2,3,16
U000643,10,7,263.47,23.28,0.4982,0.5389,0.6101,0.3448,5,7,4
U000644,9,3,190.35,19.37,0.3932,0.6857,0.4814,0.0841,2,3,13
U000645,15,10,804.29,61.91,0.81,0.1621,0.607,0.3785,1,2,2
U000646,15,5,473.24,37.14,0.5011,0.5099,0.6297,0.4818,2,2,8
U000647,30,15,1425.87,59.28,0.8216,0.1856,0.9323,0.616,13,9,0
U000648,13,7,434.15,51.61,0.9442,0.0492,0.4473,0.2565,5,3,3
U000649,26,20,795.47,44.46,0.9117,0.1646,0.7542,0.4996,16,9,0
U000650,9,4,293.01,36.8,0.5029,0.547,0.3464,0.2507,3,2,4
U000651,12,10,779.16,57.35,0.8005,0.2583,0.4787,0.8068,11,6,0
U000652,11,7,266.08,30.98,0.393,0.56,0.3914,0.0808,3,1,1
U000653,14,5,419.76,28.55,0.8142,0.2948,0.3302,0.4546,5,3,10
U000654,12,7,728.63,50.08,0.7388,0.3083,0.4119,0.4393,4,7,1
U000655,11,9,506.5,54.4,0.6734,0.4505,0.6448,0.4957,10,4,1
U000656,6,6,144.03,28.53,0.4383,0.5728,0.2404,0.2758,3,4,5
U000657,8,3,365.07,40.79,0.4509,0.7073,0.2841,0.3391,3,4,3
U000658,19,16,854.99,54.2,0.8265,0.1989,0.703,0.6984,3,6,1
U000659,1,1,43.94,47.33,0.7432,0.2986,0.3698,0.1222,5,1,8
U000660,6,4,263.05,40.89,0.6425,0.4745,0.5487,0.6102,5,6,28
U000661,28,16,2387.19,64.08,0.7189,0.3328,0.7774,0.7794,9,10,2
U000662,13,9,484.69,37.84,0.6876,0.3816,0.3966,0.3447,11,5,8
